id,customer_id,channel_id,score,comment,responded_at_date,responded_at_time
891,1358,2,9,Volvería a comprar,2024-03-31,06:29:00
892,1325,2,6,Entrega rápida y producto excelente,2025-08-22,18:02:00
893,960,1,10,Muy conforme con la calidad,2024-12-26,10:49:39
894,637,1,6,Volvería a comprar,2024-07-21,06:18:39
895,956,2,2,Muy conforme con la calidad,2024-03-30,23:40:56
896,533,2,7,Podría mejorar el empaque,2025-04-04,06:14:41
897,1495,1,6,Volvería a comprar,2025-07-02,23:35:45
898,1025,2,8,Podría mejorar el empaque,2025-05-14,05:20:05
899,1176,1,10,Podría mejorar el empaque,2024-09-10,06:07:40
900,803,2,8,Atención muy buena,2024-03-28,04:53:22
901,725,1,6,Entrega rápida y producto excelente,2024-06-08,18:05:00
902,938,1,9,Entrega rápida y producto excelente,2025-06-30,05:35:44
903,1031,1,8,Podría mejorar el empaque,2024-09-11,19:55:00
904,696,1,1,Atención muy buena,2024-11-06,06:56:02
905,237,1,3,,2025-08-05,16:20:05
906,1053,1,10,Entrega rápida y producto excelente,2025-02-14,22:48:47
907,308,1,6,Volvería a comprar,2025-04-05,03:19:20
908,672,1,8,Tardó un poco más de lo esperado,2025-09-18,07:33:40
909,1147,2,8,Entrega rápida y producto excelente,2025-07-22,00:13:42
910,1238,2,7,Todo perfecto,2025-06-12,20:07:41
911,460,2,8,Podría mejorar el empaque,2025-04-11,10:19:27
912,906,2,10,Podría mejorar el empaque,2024-02-18,11:47:30
913,825,1,8,Tardó un poco más de lo esperado,2024-01-19,06:40:47
914,1095,2,8,,2025-05-09,20:38:12
915,435,2,10,Todo perfecto,2025-02-19,12:20:44
916,585,2,8,,2025-02-22,21:16:30
917,281,2,9,Tardó un poco más de lo esperado,2024-09-04,19:03:40
918,82,2,6,,2025-08-21,05:23:19
919,329,1,10,Muy conforme con la calidad,2024-05-03,03:38:36
920,415,1,7,,2024-12-19,00:09:42
921,1135,1,4,,2024-03-06,00:48:28
922,1021,1,4,Volvería a comprar,2024-05-06,23:15:19
923,160,1,4,,2025-10-10,18:52:09
924,434,1,7,Tardó un poco más de lo esperado,2025-01-18,14:16:54
925,357,2,4,Muy conforme con la calidad,2024-11-22,11:24:04
926,1285,1,7,Todo perfecto,2025-04-12,12:50:28
927,229,1,7,Muy conforme con la calidad,2025-02-17,04:58:22
928,420,1,9,,2024-06-08,20:57:57
929,2,2,8,Tardó un poco más de lo esperado,2024-12-20,12:03:30
930,47,1,10,Todo perfecto,2024-08-03,03:11:44
931,1163,1,6,Tardó un poco más de lo esperado,2025-05-01,04:57:20
932,1423,1,9,Entrega rápida y producto excelente,2025-07-31,07:31:34
933,615,1,4,Todo perfecto,2024-08-13,00:19:39
934,1149,1,7,Muy conforme con la calidad,2025-10-12,15:12:29
935,628,1,8,Muy conforme con la calidad,2024-09-28,15:31:35
936,1247,1,5,Volvería a comprar,2025-01-09,17:41:37
937,458,1,9,Tardó un poco más de lo esperado,2025-06-20,22:49:48
938,95,2,10,Entrega rápida y producto excelente,2025-06-05,10:15:12
939,1002,1,7,Atención muy buena,2024-02-27,17:52:26
940,488,2,1,Podría mejorar el empaque,2025-02-23,12:29:53
941,851,2,4,Volvería a comprar,2025-08-05,16:48:16
942,509,2,7,Entrega rápida y producto excelente,2025-03-01,02:36:55
943,888,1,10,Muy conforme con la calidad,2025-03-19,01:38:52
944,1268,2,9,Atención muy buena,2024-06-19,14:38:35
945,507,2,9,Muy conforme con la calidad,2024-08-15,11:11:37
946,387,2,10,Tardó un poco más de lo esperado,2025-06-05,02:05:24
947,670,1,2,Tardó un poco más de lo esperado,2024-11-14,10:41:57
948,186,1,9,,2025-07-26,21:20:14
949,1235,1,9,Podría mejorar el empaque,2024-07-29,22:48:51
950,418,1,10,Muy conforme con la calidad,2024-08-08,01:29:20
951,196,1,6,Volvería a comprar,2024-07-22,06:40:14
952,304,1,10,,2024-03-22,18:07:59
953,1434,2,9,,2024-12-30,21:07:23
954,453,2,10,Volvería a comprar,2025-05-22,15:05:33
955,1040,2,4,Tardó un poco más de lo esperado,2024-08-23,02:15:24
956,107,1,10,Atención muy buena,2025-05-16,18:46:22
957,887,2,8,Muy conforme con la calidad,2025-03-19,02:31:49
958,837,1,10,,2025-04-26,20:37:47
959,1327,1,9,Todo perfecto,2025-05-13,15:13:21
960,836,1,9,Podría mejorar el empaque,2024-04-17,10:16:03
961,1413,1,8,Podría mejorar el empaque,2025-05-25,07:20:42
962,621,2,9,Atención muy buena,2024-03-04,22:33:48
963,947,1,6,,2024-08-31,05:27:19
964,1015,1,8,Entrega rápida y producto excelente,2024-01-30,06:25:32
965,458,2,9,Muy conforme con la calidad,2025-06-25,11:46:08
966,1462,1,9,,2025-08-18,14:40:40
967,289,2,3,Todo perfecto,2024-10-09,05:40:46
968,1318,2,0,Podría mejorar el empaque,2024-03-04,16:58:23
969,720,2,6,Todo perfecto,2024-02-20,01:04:31
970,350,2,7,Entrega rápida y producto excelente,2024-10-25,13:22:29
971,1276,1,8,Volvería a comprar,2024-02-18,18:23:14
972,1141,2,10,,2025-02-17,05:53:07
973,640,2,10,,2025-04-15,00:56:04
974,8,2,8,Todo perfecto,2025-09-07,20:03:39
975,666,2,8,,2025-01-26,05:42:51
976,1451,1,10,Podría mejorar el empaque,2024-10-26,20:51:32
977,384,1,6,Muy conforme con la calidad,2025-04-17,21:02:03
978,1130,1,10,Atención muy buena,2024-10-13,14:53:11
979,547,1,8,Entrega rápida y producto excelente,2024-04-13,15:16:18
980,1228,1,10,Tardó un poco más de lo esperado,2025-05-26,07:13:26
981,1209,1,9,Todo perfecto,2025-09-09,22:52:02
982,1489,1,9,Entrega rápida y producto excelente,2025-04-25,13:40:23
983,4,1,10,Todo perfecto,2025-03-11,20:50:23
984,760,1,9,Atención muy buena,2024-08-13,01:57:11
985,286,1,9,Entrega rápida y producto excelente,2024-06-06,02:57:29
986,951,1,10,Atención muy buena,2025-02-20,09:49:32
987,487,2,10,Atención muy buena,2025-08-07,01:54:14
988,1218,2,2,Atención muy buena,2024-02-10,08:28:13
989,522,1,5,Entrega rápida y producto excelente,2025-07-14,00:53:54
990,468,1,8,Podría mejorar el empaque,2025-03-03,01:54:59
991,703,2,10,Entrega rápida y producto excelente,2024-06-01,06:17:42
992,1000,1,9,Atención muy buena,2024-12-26,11:52:45
993,137,2,10,,2025-04-18,09:30:57
994,168,2,9,,2024-10-30,04:01:45
995,452,2,10,,2024-11-23,00:42:14
996,1210,2,2,Tardó un poco más de lo esperado,2025-01-17,10:00:09
997,599,2,10,Podría mejorar el empaque,2025-07-23,13:34:10
998,734,1,10,Tardó un poco más de lo esperado,2025-06-16,01:17:36
999,27,2,9,Atención muy buena,2025-09-04,01:47:15
1000,1186,1,10,Tardó un poco más de lo esperado,2024-05-28,22:16:40
1001,1227,2,5,Entrega rápida y producto excelente,2025-06-21,08:02:35
1002,1338,2,9,Muy conforme con la calidad,2024-07-22,17:36:40
1003,1275,2,7,Entrega rápida y producto excelente,2025-06-29,20:10:39
1004,934,1,6,Todo perfecto,2025-03-19,22:59:08
1005,883,2,10,Tardó un poco más de lo esperado,2024-07-06,00:00:15
1006,624,1,8,,2024-11-15,12:40:21
1007,1272,1,7,Podría mejorar el empaque,2025-08-10,16:22:33
1008,746,2,10,,2025-01-05,05:24:55
1009,858,1,8,Tardó un poco más de lo esperado,2024-05-11,19:03:47
1010,393,1,10,Volvería a comprar,2025-06-20,11:16:51
1011,990,1,10,Entrega rápida y producto excelente,2024-07-07,10:35:26
1012,769,1,7,Volvería a comprar,2024-11-11,12:39:51
1013,496,1,2,Muy conforme con la calidad,2024-09-27,16:02:59
1014,401,1,7,Tardó un poco más de lo esperado,2024-02-23,14:46:37
1015,1042,1,10,Todo perfecto,2024-05-09,02:34:17
1016,1101,2,6,,2024-09-15,14:20:39
1017,15,1,9,,2024-10-29,10:30:00
1018,748,1,7,Podría mejorar el empaque,2024-05-08,03:57:36
1019,825,1,10,Atención muy buena,2025-10-07,19:08:07
1020,957,2,7,Entrega rápida y producto excelente,2025-05-31,21:29:44
1021,528,1,3,Tardó un poco más de lo esperado,2025-01-21,08:31:15
1022,1422,1,1,Volvería a comprar,2025-01-15,10:21:36
1023,71,1,5,Entrega rápida y producto excelente,2025-10-10,01:31:39
1024,1375,2,5,Tardó un poco más de lo esperado,2024-08-08,16:37:43
1025,504,2,9,Entrega rápida y producto excelente,2024-12-21,13:17:32
1026,1257,2,8,Podría mejorar el empaque,2024-04-20,03:12:14
1027,1165,2,2,Muy conforme con la calidad,2024-08-20,00:35:34
1028,39,1,8,Tardó un poco más de lo esperado,2025-04-10,03:31:10
1029,102,2,3,Muy conforme con la calidad,2024-12-23,20:56:25
1030,863,1,7,,2025-09-17,19:37:22
1031,494,1,3,Entrega rápida y producto excelente,2024-05-12,16:23:38
1032,1132,1,5,Muy conforme con la calidad,2025-04-18,05:58:13
1033,723,1,9,Volvería a comprar,2024-05-13,11:14:58
1034,280,2,9,Podría mejorar el empaque,2024-02-02,10:59:12
1035,765,1,8,Todo perfecto,2025-06-17,13:41:36
1036,778,1,1,Todo perfecto,2024-06-03,19:23:07
1037,428,1,8,Podría mejorar el empaque,2024-06-26,23:39:23
1038,559,2,7,Podría mejorar el empaque,2024-02-04,19:27:13
1039,1318,2,10,Podría mejorar el empaque,2024-03-26,20:00:12
1040,1451,1,6,Atención muy buena,2025-02-15,19:35:21
1041,994,1,4,Todo perfecto,2024-02-24,13:38:09
1042,311,1,5,Atención muy buena,2024-04-26,13:29:47
1043,282,1,8,Atención muy buena,2025-08-12,08:37:51
1044,94,2,9,Todo perfecto,2024-10-06,13:37:34
1045,1359,1,9,Muy conforme con la calidad,2024-03-25,17:08:50
1046,1400,2,8,,2024-12-19,01:51:00
1047,244,2,7,Todo perfecto,2024-02-24,17:09:41
1048,295,1,8,Muy conforme con la calidad,2025-10-09,10:20:11
1049,731,1,1,,2024-11-11,12:19:29
1050,1191,2,7,Tardó un poco más de lo esperado,2025-04-19,03:37:17
1051,1104,1,8,Atención muy buena,2025-03-09,12:47:01
1052,489,2,7,Volvería a comprar,2025-07-11,01:34:33
1053,1096,2,7,Muy conforme con la calidad,2025-08-27,20:47:43
1054,1253,1,1,Volvería a comprar,2025-03-15,23:15:07
1055,987,1,8,,2024-08-26,12:22:53
1056,43,1,8,Todo perfecto,2024-03-16,19:21:15
1057,268,1,9,Podría mejorar el empaque,2025-07-18,15:28:42
1058,1045,1,9,Tardó un poco más de lo esperado,2024-08-28,17:18:20
1059,1410,1,4,,2024-08-15,18:48:50
1060,859,1,10,Atención muy buena,2024-11-16,06:37:27
1061,353,1,7,Entrega rápida y producto excelente,2024-07-07,02:37:56
1062,350,2,10,Volvería a comprar,2024-11-01,08:42:45
1063,663,2,3,,2024-02-24,09:33:22
1064,601,1,7,Muy conforme con la calidad,2024-03-01,11:05:16
1065,468,1,6,Volvería a comprar,2024-10-31,07:46:40
1066,975,2,10,Tardó un poco más de lo esperado,2025-08-17,03:53:15
1067,1041,2,10,Muy conforme con la calidad,2025-06-15,21:37:43
1068,439,2,6,Atención muy buena,2025-07-17,11:14:35
1069,1120,1,8,Volvería a comprar,2025-05-09,12:37:30
1070,948,1,9,,2024-12-28,10:14:34
1071,1090,2,7,Muy conforme con la calidad,2025-09-11,07:31:49
1072,771,1,0,Muy conforme con la calidad,2025-08-19,15:49:56
1073,1337,2,7,Muy conforme con la calidad,2024-12-24,19:27:49
1074,1269,2,5,Podría mejorar el empaque,2024-10-22,22:48:27
1075,1052,1,10,Entrega rápida y producto excelente,2025-07-13,15:03:43
1076,628,1,5,Podría mejorar el empaque,2025-05-01,11:30:52
1077,589,2,8,Podría mejorar el empaque,2025-04-24,19:34:04
1078,326,1,0,,2025-07-09,18:23:49
1079,1463,1,9,Volvería a comprar,2025-02-22,13:06:41
1080,1131,2,3,Todo perfecto,2025-07-07,23:47:24
1081,688,1,10,Todo perfecto,2024-10-20,18:59:31
1082,1135,1,6,Todo perfecto,2025-02-20,16:47:19
1083,516,2,8,Entrega rápida y producto excelente,2025-03-04,01:31:41
1084,1019,2,4,Atención muy buena,2025-08-24,01:47:28
1085,1009,1,4,,2025-06-03,08:42:16
1086,1015,2,9,Todo perfecto,2025-05-17,08:55:14
1087,234,1,9,,2025-06-05,08:33:36
1088,699,1,3,Muy conforme con la calidad,2024-07-29,12:30:10
1089,807,2,2,Entrega rápida y producto excelente,2024-05-14,18:32:30
1090,945,2,9,Podría mejorar el empaque,2024-07-14,07:35:13
1091,264,1,7,Atención muy buena,2025-04-14,18:17:15
1092,405,2,7,Tardó un poco más de lo esperado,2024-11-28,04:54:07
1093,549,1,7,,2025-05-31,17:21:29
1094,365,1,4,Atención muy buena,2024-07-14,16:45:51
1095,1208,1,5,Podría mejorar el empaque,2025-07-15,00:45:19
1096,1005,1,9,Entrega rápida y producto excelente,2024-12-28,03:16:55
1097,1437,1,5,Todo perfecto,2024-07-09,02:13:34
1098,396,1,9,Todo perfecto,2024-09-23,14:31:51
1099,711,1,2,Entrega rápida y producto excelente,2025-01-03,19:41:00
1100,497,1,9,Atención muy buena,2025-06-22,14:51:11
1101,37,1,10,Muy conforme con la calidad,2024-01-20,01:08:30
1102,380,1,8,Entrega rápida y producto excelente,2024-08-28,16:27:24
1103,535,2,5,Muy conforme con la calidad,2025-08-28,20:34:35
1104,651,2,8,Volvería a comprar,2024-06-23,06:47:07
1105,1085,1,9,Entrega rápida y producto excelente,2024-10-23,14:24:56
1106,1238,2,8,Muy conforme con la calidad,2024-12-07,12:43:27
1107,184,1,6,Muy conforme con la calidad,2025-08-20,13:25:52
1108,498,2,7,Entrega rápida y producto excelente,2025-09-29,05:39:09
1109,1117,2,7,Atención muy buena,2024-09-07,03:51:51
1110,469,1,10,Podría mejorar el empaque,2025-08-12,10:33:42
1111,815,1,5,Entrega rápida y producto excelente,2024-08-04,05:28:28
1112,282,2,10,Tardó un poco más de lo esperado,2024-08-20,02:04:34
1113,335,2,9,,2025-01-01,07:59:17
1114,261,1,6,Todo perfecto,2025-01-17,18:47:46
1115,540,2,7,,2025-01-26,16:46:44
1116,989,1,6,Atención muy buena,2024-10-19,04:54:06
1117,354,1,9,Atención muy buena,2025-08-08,10:09:25
1118,487,1,1,,2025-05-29,17:15:22
1119,553,2,9,Podría mejorar el empaque,2024-09-05,04:59:33
1120,1111,2,7,Podría mejorar el empaque,2025-05-06,17:32:27
1121,293,1,1,Volvería a comprar,2024-07-31,01:50:26
1122,814,1,7,Volvería a comprar,2025-03-10,05:03:37
1123,444,2,7,Todo perfecto,2024-02-20,14:49:23
1124,69,2,8,Volvería a comprar,2025-07-07,13:07:51
1125,1074,1,8,Entrega rápida y producto excelente,2025-03-15,04:40:46
1126,121,2,3,Entrega rápida y producto excelente,2024-06-20,04:28:30
1127,1418,2,3,Podría mejorar el empaque,2025-01-02,08:06:26
1128,1317,2,4,Entrega rápida y producto excelente,2025-03-11,20:22:41
1129,317,1,8,,2024-08-08,17:23:51
1130,1159,2,9,Muy conforme con la calidad,2025-06-22,23:42:42
1131,876,1,9,Podría mejorar el empaque,2025-07-27,13:50:02
1132,159,2,8,Atención muy buena,2025-04-15,03:02:45
1133,1246,2,8,Entrega rápida y producto excelente,2024-05-14,07:13:22
1134,831,1,9,Todo perfecto,2024-12-15,07:15:53
1135,14,2,9,,2025-01-10,23:41:45
1136,52,2,8,Tardó un poco más de lo esperado,2024-11-14,02:55:01
1137,63,1,0,,2024-05-30,16:41:19
1138,714,2,7,Entrega rápida y producto excelente,2024-07-25,05:35:00
1139,276,2,9,Atención muy buena,2024-08-30,03:49:51
1140,165,2,7,Muy conforme con la calidad,2024-04-06,05:12:27
1141,361,1,7,Podría mejorar el empaque,2024-03-05,12:44:42
1142,1339,1,8,Podría mejorar el empaque,2024-07-07,01:15:04
1143,56,2,9,Muy conforme con la calidad,2024-01-20,17:02:05
1144,665,2,2,Entrega rápida y producto excelente,2025-09-27,07:33:29
1145,1475,1,10,Todo perfecto,2024-05-16,18:22:31
1146,1356,1,7,Atención muy buena,2025-03-28,04:26:38
1147,142,2,8,,2024-10-27,08:47:10
1148,466,2,8,Podría mejorar el empaque,2025-09-04,00:18:19
1149,1169,1,7,Tardó un poco más de lo esperado,2024-11-12,04:51:36
1150,634,1,9,Tardó un poco más de lo esperado,2025-01-10,09:59:00
1151,209,2,9,Muy conforme con la calidad,2024-01-09,04:38:02
1152,1157,1,9,Podría mejorar el empaque,2024-12-10,10:57:06
1153,1258,1,8,Podría mejorar el empaque,2025-02-27,10:40:54
1154,663,1,0,Todo perfecto,2024-04-04,07:25:26
1155,785,1,8,Tardó un poco más de lo esperado,2024-04-30,15:20:07
1156,267,2,8,Todo perfecto,2024-12-29,20:12:43
1157,655,1,6,Entrega rápida y producto excelente,2025-10-01,04:52:14
1158,757,1,7,Atención muy buena,2024-12-15,02:46:27
1159,1329,1,9,Atención muy buena,2025-08-01,00:45:49
1160,542,1,10,Muy conforme con la calidad,2025-05-20,08:33:22
1161,316,2,8,Podría mejorar el empaque,2024-02-16,09:06:15
1162,398,1,1,,2025-07-24,03:40:39
1163,964,1,8,Entrega rápida y producto excelente,2025-06-20,00:44:31
1164,854,2,10,Volvería a comprar,2024-11-16,10:31:27
1165,1065,2,7,Atención muy buena,2024-04-21,05:44:09
1166,359,1,9,Muy conforme con la calidad,2024-09-01,23:08:52
1167,174,1,4,Volvería a comprar,2024-04-30,13:39:25
1168,1333,1,9,Podría mejorar el empaque,2025-01-01,15:47:41
1169,901,2,0,,2024-05-22,02:42:30
1170,977,1,10,Podría mejorar el empaque,2024-04-29,15:36:13
1171,757,1,7,Atención muy buena,2025-05-24,11:32:29
1172,1029,1,9,,2024-10-19,14:28:12
1173,904,1,8,Muy conforme con la calidad,2025-03-20,12:58:42
1174,716,1,5,,2025-05-24,01:15:21
1175,1463,2,8,,2025-02-10,17:49:48
1176,800,2,9,Tardó un poco más de lo esperado,2025-02-03,14:15:47
1177,1366,2,8,,2025-02-03,20:59:05
1178,1009,1,8,Entrega rápida y producto excelente,2024-09-27,21:19:25
1179,487,2,8,Podría mejorar el empaque,2025-09-16,19:03:46
1180,970,1,9,Todo perfecto,2024-06-05,18:24:12
1181,1127,1,10,,2024-09-28,18:04:59
1182,22,1,6,Atención muy buena,2024-09-30,17:00:48
1183,1401,1,9,Todo perfecto,2024-12-12,11:47:16
1184,571,2,10,Muy conforme con la calidad,2024-04-09,03:58:24
1185,1061,1,7,Podría mejorar el empaque,2024-04-16,08:43:21
1186,143,1,8,Muy conforme con la calidad,2025-03-11,17:05:23
1187,712,1,1,,2025-07-25,07:25:53
1188,649,1,6,,2025-04-18,05:46:11
1189,317,1,8,Volvería a comprar,2025-05-26,01:23:44
1190,16,2,7,Atención muy buena,2025-05-13,10:44:17
1191,175,2,9,Muy conforme con la calidad,2024-12-01,08:22:31
1192,694,2,5,,2024-07-30,12:50:56
1193,1377,1,9,Muy conforme con la calidad,2024-08-19,11:59:55
1194,653,2,5,Todo perfecto,2024-03-11,21:53:13
1195,1328,1,8,Todo perfecto,2025-01-17,03:03:08
1196,850,1,8,,2025-02-10,02:52:53
1197,1043,2,10,Muy conforme con la calidad,2024-03-25,16:36:06
1198,120,2,9,Tardó un poco más de lo esperado,2024-06-08,14:22:21
1199,374,1,1,Podría mejorar el empaque,2024-06-25,23:46:32
1200,1023,2,10,Entrega rápida y producto excelente,2025-05-23,05:33:49
1201,1435,1,4,Muy conforme con la calidad,2024-08-29,04:47:21
1202,1022,2,4,Volvería a comprar,2024-05-01,00:46:00
1203,397,2,5,Atención muy buena,2025-04-27,09:47:30
1204,539,1,1,Tardó un poco más de lo esperado,2025-02-26,11:44:26
1205,662,2,7,Podría mejorar el empaque,2024-04-28,01:51:51
1206,413,2,7,Podría mejorar el empaque,2025-02-08,22:47:26
1207,978,1,7,,2024-09-25,19:51:25
1208,94,1,8,Todo perfecto,2024-03-10,16:15:58
1209,593,2,9,Volvería a comprar,2025-01-12,07:17:21
1210,3,1,10,Podría mejorar el empaque,2025-10-09,11:00:54
1211,986,1,9,Muy conforme con la calidad,2024-03-01,12:53:15
1212,1097,1,5,Tardó un poco más de lo esperado,2025-07-22,21:09:21
1213,1298,2,8,Podría mejorar el empaque,2024-02-08,08:13:22
1214,968,2,0,,2024-02-25,17:46:13
1215,256,2,10,Entrega rápida y producto excelente,2024-02-08,21:07:49
1216,165,2,7,Podría mejorar el empaque,2025-06-24,03:55:55
1217,74,2,8,Volvería a comprar,2024-04-09,11:25:59
1218,610,1,9,Entrega rápida y producto excelente,2024-06-28,22:05:52
1219,1181,1,8,Atención muy buena,2024-07-05,02:13:24
1220,1198,1,7,,2025-07-20,18:29:10
1221,383,2,9,Tardó un poco más de lo esperado,2025-10-06,07:13:11
1222,327,1,4,Tardó un poco más de lo esperado,2024-12-20,08:24:21
1223,1118,1,3,Muy conforme con la calidad,2025-05-23,03:25:20
1224,1093,2,5,Muy conforme con la calidad,2024-09-11,10:05:18
1225,348,1,10,Podría mejorar el empaque,2025-07-13,15:16:21
1226,988,1,9,Tardó un poco más de lo esperado,2025-04-07,08:15:53
1227,1242,1,8,Atención muy buena,2024-07-08,18:48:29
1228,645,2,8,,2024-02-19,04:06:01
1229,1068,1,7,Volvería a comprar,2024-02-21,16:05:55
1230,523,1,9,Atención muy buena,2025-06-25,10:55:56
1231,624,1,0,Muy conforme con la calidad,2024-02-08,19:31:23
1232,705,2,6,Muy conforme con la calidad,2024-04-18,09:31:41
1233,12,2,3,Entrega rápida y producto excelente,2025-01-17,13:06:25
1234,748,1,9,,2025-04-09,10:47:01
1235,922,2,9,,2024-03-20,23:14:12
1236,637,2,7,Muy conforme con la calidad,2025-02-22,01:16:31
1237,1225,2,8,Tardó un poco más de lo esperado,2025-02-24,11:36:08
1238,1336,2,3,Tardó un poco más de lo esperado,2024-01-15,17:10:11
1239,1006,1,6,Volvería a comprar,2025-01-28,21:11:36
1240,717,1,9,Tardó un poco más de lo esperado,2024-10-13,20:55:37
1241,1117,1,5,Entrega rápida y producto excelente,2025-04-29,00:45:18
1242,547,1,7,Todo perfecto,2025-09-05,05:07:48
1243,1073,2,6,,2024-04-06,12:58:00
1244,611,2,9,Tardó un poco más de lo esperado,2025-09-03,17:51:00
1245,1315,2,7,Muy conforme con la calidad,2025-03-01,16:53:33
1246,881,2,10,Todo perfecto,2025-04-08,12:24:56
1247,475,1,7,Tardó un poco más de lo esperado,2024-09-16,03:01:20
1248,1015,1,5,Muy conforme con la calidad,2025-04-29,00:12:37
1249,574,2,7,Entrega rápida y producto excelente,2024-06-11,07:03:48
1250,71,1,9,,2024-04-25,15:35:44
1251,737,2,9,Muy conforme con la calidad,2025-09-26,13:22:49
1252,1060,2,4,Atención muy buena,2024-12-13,03:40:45
1253,1145,2,8,Atención muy buena,2024-04-14,04:40:22
1254,1256,1,10,Todo perfecto,2024-07-27,15:19:46
1255,1063,2,9,Tardó un poco más de lo esperado,2025-07-06,11:41:41
1256,551,1,0,Volvería a comprar,2025-02-12,02:23:55
1257,248,2,5,Volvería a comprar,2025-01-11,09:29:04
1258,831,1,6,,2024-06-30,18:08:16
1259,968,2,10,Entrega rápida y producto excelente,2024-04-17,04:15:01
1260,1010,1,3,Todo perfecto,2024-04-19,16:11:16
1261,509,2,10,Tardó un poco más de lo esperado,2024-03-31,00:48:33
1262,767,2,8,Podría mejorar el empaque,2025-02-24,07:29:58
1263,795,1,8,Podría mejorar el empaque,2025-03-05,01:42:06
1264,712,1,8,,2025-03-12,06:47:21
1265,273,1,9,Entrega rápida y producto excelente,2024-05-28,16:12:31
1266,818,1,6,Todo perfecto,2024-07-13,21:57:25
1267,513,2,6,,2024-03-11,06:35:08
1268,1026,2,10,Todo perfecto,2024-05-24,23:37:12
1269,1347,2,8,,2025-05-24,09:38:11
1270,258,1,2,Entrega rápida y producto excelente,2024-03-10,14:31:08
1271,1010,1,10,Atención muy buena,2025-04-01,03:13:30
1272,220,2,7,Tardó un poco más de lo esperado,2024-10-07,01:18:12
1273,1048,1,8,Volvería a comprar,2025-02-20,14:00:38
1274,1300,1,8,,2024-02-24,00:20:03
1275,262,2,8,Volvería a comprar,2025-04-07,08:09:04
1276,1141,2,10,Volvería a comprar,2024-07-28,19:51:22
1277,1234,2,8,Tardó un poco más de lo esperado,2024-01-24,22:46:08
1278,554,1,8,Volvería a comprar,2024-12-26,16:11:21
1279,730,1,9,Entrega rápida y producto excelente,2024-05-23,21:59:24
1280,578,2,9,Podría mejorar el empaque,2024-04-15,10:44:23
1281,1133,1,8,Todo perfecto,2025-09-29,06:53:21
1282,272,1,9,Muy conforme con la calidad,2025-02-25,05:23:53
1283,705,1,7,Todo perfecto,2024-05-01,11:03:56
1284,1304,2,3,Volvería a comprar,2025-07-19,11:40:40
1285,1274,2,5,Podría mejorar el empaque,2024-06-09,10:37:15
1286,38,1,1,Volvería a comprar,2025-07-25,01:58:37
1287,1037,2,1,Atención muy buena,2024-11-29,23:59:34
1288,1438,1,10,Tardó un poco más de lo esperado,2025-07-02,21:24:57
1289,621,1,9,,2024-12-14,16:57:20
1290,177,1,7,Todo perfecto,2025-06-03,07:38:30
1291,1116,2,6,Atención muy buena,2024-02-06,13:16:08
1292,537,2,6,Muy conforme con la calidad,2024-02-28,17:16:56
1293,233,2,10,Todo perfecto,2025-03-21,21:26:47
1294,358,1,9,Tardó un poco más de lo esperado,2025-05-20,16:40:10
1295,544,1,6,Atención muy buena,2024-09-22,07:26:58
1296,694,2,7,Muy conforme con la calidad,2025-01-19,12:01:56
1297,1267,2,6,,2025-06-30,11:16:09
1298,491,1,10,,2024-12-15,11:07:54
1299,536,1,10,Volvería a comprar,2025-06-20,09:40:04
1300,403,1,6,Podría mejorar el empaque,2024-09-23,21:03:06
1301,856,1,9,Volvería a comprar,2025-08-09,02:10:42
1302,184,2,7,Todo perfecto,2024-02-19,05:08:13
1303,349,1,10,Todo perfecto,2024-01-14,18:20:27
1304,356,1,4,Atención muy buena,2024-12-07,07:50:47
1305,818,2,8,Podría mejorar el empaque,2024-11-06,18:23:23
1306,1251,2,4,Todo perfecto,2024-09-12,04:20:42
1307,85,2,8,Tardó un poco más de lo esperado,2025-10-02,19:54:27
1308,255,1,10,Podría mejorar el empaque,2025-01-22,09:51:55
1309,929,2,8,Entrega rápida y producto excelente,2025-03-30,18:16:53
1310,541,2,6,Muy conforme con la calidad,2024-09-25,22:33:24
1311,116,2,4,,2025-08-30,19:52:05
1312,402,1,8,Todo perfecto,2025-04-11,04:31:41
1313,922,2,3,Entrega rápida y producto excelente,2024-04-29,04:01:45
1314,1484,2,6,,2024-02-23,06:27:13
1315,986,1,1,Muy conforme con la calidad,2024-08-15,18:55:04
1316,155,1,6,Entrega rápida y producto excelente,2024-12-25,08:03:46
1317,138,1,7,Tardó un poco más de lo esperado,2024-06-11,03:28:52
1318,556,1,9,,2024-01-22,13:58:11
1319,401,1,6,,2025-09-30,08:31:23
1320,267,2,0,Muy conforme con la calidad,2025-09-02,21:05:20
1321,776,1,6,,2024-08-17,19:58:56
1322,186,1,7,,2025-03-05,12:40:02
1323,1330,1,0,Muy conforme con la calidad,2024-02-10,19:10:09
1324,32,1,9,Muy conforme con la calidad,2024-01-26,03:58:31
1325,7,1,6,Tardó un poco más de lo esperado,2024-10-29,21:16:05
1326,358,1,9,Muy conforme con la calidad,2024-01-28,20:36:13
1327,129,1,0,,2024-03-11,01:11:45
1328,829,2,7,Atención muy buena,2025-06-23,15:49:31
1329,1129,2,9,Todo perfecto,2024-08-09,07:17:33
1330,1297,1,6,Entrega rápida y producto excelente,2025-02-12,08:13:38
1331,1001,1,10,Atención muy buena,2024-12-20,04:54:20
1332,1222,2,9,Muy conforme con la calidad,2024-03-07,20:34:40
